model,headline_id,date,ticker,sector,headline_text,final_label,predicted_label,disagreement_flag,adjudication_note
standard_vader,FLV00170,8/31/22,SBUX,Consumer,"U.S. Politicians Bought PG, ABBV & SBUX Stocks in August",Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00171,9/3/22,DIS,Consumer,Disney Is At a 5-Year Low -- Time to Buy?,Positive,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00172,9/20/22,DIS,Consumer,Is Disney Stock a Buy?,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00173,10/26/22,WMT,Consumer,U.S. state attorneys general probing Kroger deal for Albertsons,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00175,11/4/22,SBUX,Consumer,Why Starbucks Stock Surged Today,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00178,1/31/23,KO,Consumer,Is Visa Stock a Buy?,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00179,3/2/23,DIS,Consumer,S.Africa's MultiChoice and Comcast to create Africa-wide streaming service,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00183,4/14/23,NKE,Consumer,History Shows Investors Shouldnâ€™t Overreact to Anheuser-Busch 'Brew-haha',Neutral,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00184,5/8/23,NKE,Consumer,7 Dividend Stocks That Will Pay You Through Any Market Turmoil,Neutral,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00185,5/19/23,NKE,Consumer,iShares S&P 500 Value ETF Experiences Big Outflow,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00186,6/19/23,SBUX,Consumer,"3 Stocks I Will ""Never"" Sell",Negative,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00188,7/26/23,KO,Consumer,Coca-Cola (KO) Q2 Earnings and Revenues Beat Estimates,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00189,7/26/23,KO,Consumer,Will Coca-Cola Stock Move To New Highs Or Fall Flat In 2023?,Negative,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00192,8/16/23,WMT,Consumer,"Target (TGT) Q2 Earnings Beat Estimates, FY23 View Lowered",Positive,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00194,9/11/23,WMT,Consumer,KKR raises stake in Indian billionaire Ambani's Reliance Retail with $250 mln,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00199,11/14/23,DIS,Consumer,Pilgrim's Pride and Malibu Boats have been highlighted as Zacks Bull and Bear of the Day,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00200,11/27/23,KO,Consumer,5 Stocks You Can Confidently Invest $500 In Right Now,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00204,2/13/20,XOM,Energy,15 Stocks to Buy Based On The 2020 U.S. Presidential Election,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00205,2/25/20,OXY,Energy,Why Did Warren Buffett Buy These 6 Stocks in Q4?,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00208,2/27/20,OXY,Energy,14 Energy Stocks Moving In Thursday's Pre-Market Session,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00209,2/28/20,CVX,Energy,"Energy Sector Update for 02/28/2020: PBA, RRC, DRQ, XOM, CVX, COP, SLB, OXY",Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00210,3/9/20,OXY,Energy,52 Energy Stocks Moving In Monday's Pre-Market Session,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00218,7/27/20,XOM,Energy,Is Hess Stock a Buy?,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00223,11/25/20,XOM,Energy,"After Hours Most Active for Nov 25, 2020 : AAPL, VIAC, ET, TWTR, DIS, XOM, WMB, MSFT, MPLN, CD, INTC, CSCO",Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00227,3/4/21,CVX,Energy,Chevron : U.S. Court Affirms Contempt Rulings Against Disbarred Lawyer Behind Ecuadorian Lawsuit,Positive,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00230,7/1/21,CVX,Energy,"Dow Jones Adds 79 Points as Chevron Rises on Oil Price Surge, Walgreens Falls on Earnings",Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00239,12/7/21,CVX,Energy,US STOCKS-Wall St set to open 1% higher as tech stocks roar back,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00241,1/26/22,CVX,Energy,Shell (RDS.A) Offloads Stake in Deer Park Refinery to Pemex,Negative,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00242,2/4/22,CVX,Energy,Kazakhstan wants more oil output to stay at home to tackle fuel problems,Neutral,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00243,2/10/22,XOM,Energy,"DCP Midstream (DCP) Q4 Earnings Beat Estimates, Revenues Miss",Positive,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00245,2/17/22,XOM,Energy,"The Dollar Lost 7.5% Of Its Value Last Year, But These Stocks Are Benefiting",Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00246,2/25/22,XOM,Energy,ExxonMobil To Sell Stake In Mobil Producing Nigeria To Seplat Energy; Terms Not Disclosed,Negative,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00247,3/7/22,CVX,Energy,3 Commodity Stocks to Avoid Now That Everyone Loves Them,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00248,3/7/22,XOM,Energy,Why Momentum Investors Will Love These 2 Oil Stocks,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00249,3/15/22,OXY,Energy,Occidental Petroleum (OXY) Stock Sinks As Market Gains: What You Should Know,Negative,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00250,3/29/22,XOM,Energy,"Energy Sector Update for 03/29/2022: MUR, XOM, PBR",Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00253,4/29/22,XOM,Energy,"IVE, XOM, CVX, BMY: ETF Inflow Alert",Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00255,5/5/22,XOM,Energy,"Shell (SHEL) Q1 Earnings Beat on Oil Price, Bumps Dividend",Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00256,5/25/22,XOM,Energy,Exxon shareholders back board and vote against accelerating carbon emission cuts,Positive,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00258,6/17/22,COP,Energy,"Equinor, partners mull 1 GW offshore wind farm to power oil fields",Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00260,6/23/22,XOM,Energy,ExxonMobil (XOM) Agrees to Develop North Field East Project,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00261,7/4/22,CVX,Energy,"Up 20% to 100%, Can These 3 Oil Stocks Keep Beating the Market In the Second Half of 2022?",Positive,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00262,7/11/22,XOM,Energy,3 Stocks to Avoid This Week,Neutral,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00264,7/14/22,SLB,Energy,Schlumberger (SLB) Shares Enter Oversold Territory,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00266,8/2/22,COP,Energy,Canadian Natural (CNQ) to Report Q2 Results: What Awaits?,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00267,8/25/22,XOM,Energy,Here's Why Exxon Mobil (XOM) is an Attractive Investment Bet,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00268,9/1/22,XOM,Energy,3 Hot Hydrogen Stocks to Buy in September,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00272,10/31/22,SLB,Energy,"Energy Sector Update for 10/31/2022: SHEL, HLX, HAL, SLB, LIN, XLE, USO, UNG",Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00273,11/13/22,CVX,Energy,3 Warren Buffett Dividend Stocks That Are Still Dirt Cheap,Positive,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00274,11/16/22,XOM,Energy,3 Highly Ranked Dividend Aristocrat Stocks to Buy Now,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00275,12/1/22,COP,Energy,"Zacks Investment Ideas feature highlights: ConocoPhillips, Atmos Energy and EOG Resources",Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00278,1/22/23,CVX,Energy,"If I Could Buy Only 1 Stock, This Would Be It",Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00279,2/23/23,OXY,Energy,Invest Like Warren Buffett With These ETFs,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00282,3/29/23,CVX,Energy,Why $60 Oil Is No Problem for Chevron,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00283,4/3/23,OXY,Energy,"US STOCKS-Wall Street mixed as inflation concerns resurface, energy stocks jump",Negative,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00287,7/3/23,SLB,Energy,"US STOCKS-.Wall St ends little changed in shortened session, Tesla jumps",Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00293,8/24/23,CVX,Energy,Interesting CVX Put And Call Options For October 6th,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00297,10/13/23,CVX,Energy,GLOBAL LNG-Asia spot LNG prices rise as geopolitical tensions fuel supply woes,Positive,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00301,3/12/20,MS,Financials,"Shares of several global financial services companies are trading lower as global concerns of the coronavirus continue to grow. The sector has been negatively impacted, as the virus has disrupted economic conditions and hampered growth outlook.",Negative,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00303,4/17/20,GS,Financials,"BUZZ-U.S. STOCKS ON THE MOVE-Schlumberger, Banks, Spirit AeroSystems, State Street",Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00306,6/10/20,WFC,Financials,Healthpeak Properties Floating $600 Million in Fresh Debt,Neutral,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00307,6/22/20,GS,Financials,Lemonade IPO: Itâ€™s All About AI (Artificial Intelligence),Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00311,10/9/20,V,Financials,"Investing $1,000 in These 3 Stocks Would Be a Really Smart Move Right Now",Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00312,10/14/20,WFC,Financials,Wells Fargo profit drops as COVID-19 pandemic weighs on growth,Negative,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00313,10/24/20,GS,Financials,3 Reasons You Shouldn't Invest Like Warren Buffett,Neutral,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00314,11/19/20,V,Financials,3 ETFs Perfect for Robinhood Investors,Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00315,12/21/20,WFC,Financials,"Despite 56% Gains Since March, U.S Bancorp Stock Can Still Grow",Positive,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00316,1/4/21,WFC,Financials,"Wells Fargo's Preferred Stock, Series O Crosses Above 5% Yield Territory",Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00317,1/8/21,GS,Financials,Deals for 2021,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00318,1/20/21,MS,Financials,"US STOCKS-S&P 500, Nasdaq scale highs as Netflix jumps, Biden inaugurated",Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00322,3/31/21,MS,Financials,Big banks win dismissal of U.S. Treasury rigging litigation,Negative,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00323,4/1/21,MS,Financials,Morgan Stanley plans to raise dividend when Fed allows -letter,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00327,5/27/21,MS,Financials,Wall Street bank CEOs face fee criticism in second round with Congress,Neutral,Negative,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00328,5/31/21,GS,Financials,EXCLUSIVE-Qatar Petroleum hires banks to run 'jumbo' bond sale in June,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00332,8/18/21,USB,Financials,3 Stocks Warren Buffett Is Selling That You Should Be Buying Hand Over Fist,Negative,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00333,8/19/21,GS,Financials,Goldman Sachs To Acquire NN Investment Partners - Quick Facts,Positive,Neutral,False,Unanimous: reviewer 1 and reviewer 2 agree.
standard_vader,FLV00337,9/8/21,V,Financials,"After Hours Most Active for Sep 8, 2021 : CPNG, AAPL, VEON, NLOK, ELAN, V, ENDP, CMCSA, HL, BAC, PINS, CAR",Neutral,Positive,False,Unanimous: reviewer 1 and reviewer 2 agree.
